InFreq=1000
Nw in RingBuffer　　　　　　Nr in RingBuffer
count   RB00      RB01      RB02      RB03      RB04      RB05      RB06      RB07      RB08      RB09      RB10      RB11      RB12      RB13      RB00      RB01      RB02      RB03      RB04      RB05      RB06      RB07      RB08      RB09      RB10      RB11      RB12      RB13   
 1340      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1341      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1342      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1343      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1344      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1345      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1346      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1347      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1348      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1349      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1350      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1351      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1352      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1353      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1354      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1355      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1356      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1357      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1358      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1359      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1360      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1361      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1362      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1363      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1364      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1365      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1366      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1367      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1368      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1369      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1370      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1371      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1372      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1373      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1374      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1375      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1376      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1377      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1378      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1379      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1380      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1381      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1382      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1383      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1384      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1385      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1386      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1387      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1388      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1389      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1390      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1391      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1392      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1393      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1394      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1395      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1396      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1397      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1398      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1399      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1400      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1401      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1402      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1403      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1404      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1405      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1406      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1407      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1408      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1409      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1410      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1411      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1412      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1413      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1414      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1415      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1416      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1417      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1418      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1419      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1420      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1421      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1422      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1423      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1424      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1425      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1426      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1427      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1428      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1429      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1430      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1431      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1432      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1433      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1434      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1435      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1436      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1437      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1438      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1439      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1440      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1441      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1442      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1443      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1444      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1445      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1446      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1447      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1448      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1449      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1450      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1451      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1452      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1453      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1454      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1455      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1456      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1457      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1458      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1459      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1460      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1461      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1462      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1463      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1464      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1465      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1466      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1467      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1468      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1469      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1470      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1471      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1472      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1473      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1474      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1475      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1476      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1477      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1478      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1479      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1480      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1481      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1482      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1483      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1484      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1485      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1486      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1487      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1488      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1489      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1490      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1491      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1492      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1493      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1494      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1495      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 1496      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
